CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
LINK-013212,Brooklyn,308,36,40.673527,-73.950078,Link Active!,127039,695 NOSTRAND AVENUE,11216,bk-08-127039,03/08/2017,02/17/2017,Crown Heights North,3341625,3012340080,3031701,"(40.673527, -73.950078)"
LINK-013228,Manhattan,110,9,40.809186,-73.948591,Link Active!,119952,201 WEST 125 STREET,10027,mn-10-119952,12/16/2016,10/26/2016,Central Harlem South,1058660,1019310027,1022200,"(40.80918643, -73.94859133)"
LINK-013234,Manhattan,110,9,40.808793,-73.948125,Link Active!,120049,166 WEST 125 STREET,10027,mn-10-120049,01/09/2017,11/14/2016,Central Harlem South,1057837,1019090063,1022200,"(40.80879309, -73.94812464)"
LINK-013237,Bronx,205,14,40.854764,-73.911439,Link Active!,119566,1999 UNIVERSITY AVENUE,10453,bx-05-119566,01/17/2017,12/22/2016,University Heights-Morris Heights,2014698,2032160060,2024502,"(40.854764, -73.911439)"
LINK-013242,Bronx,201,17,40.816692,-73.919637,Link Active!,123228,349 EAST 149 STREET,10451,bx-01-123228,03/30/2017,01/21/2017,Melrose South-Mott Haven North,2000933,2023317501,2006500,"(40.816692, -73.919637)"
LINK-013299,Queens,409,32,40.692106,-73.861994,Link Active!,126733,80-10 JAMAICA AVENUE,11421,qu-09-126733,08/07/2017,06/24/2017,Woodhaven,4183699,4089190001,4001000,"(40.69210611, -73.86199361)"
LINK-013313,Bronx,201,17,40.817141,-73.916208,Link Active!,118955,2901 3 AVENUE,10455,bx-01-118955,12/22/2016,10/22/2016,Melrose South-Mott Haven North,2001339,2023740015,2006500,"(40.8171412, -73.91620844)"
LINK-013324,Bronx,205,14,40.862152,-73.898396,Link Active!,119569,2454 CRESTON AVENUE,10468,bx-05-119569,10/26/2017,06/24/2017,Fordham South,2013807,2031660069,2023703,"(40.86215226, -73.89839588)"
LINK-013345,Manhattan,110,9,40.817057,-73.946012,Link Installed; Connecting Power and Fiber,119879,270 WEST 136 STREET,10030,mn-10-119879,,10/28/2017,Central Harlem North-Polo Grounds,1058920,1019410061,1022800,"(40.81705699, -73.94601241)"
LINK-013346,Manhattan,110,9,40.816689,-73.946548,Link Active!,119880,2527 FREDERICK DOUGLASS BLVD,10030,mn-10-119880,10/31/2016,10/14/2016,Central Harlem North-Polo Grounds,1059461,1019600011,1022102,"(40.81668892, -73.94654809)"
LINK-013347,Manhattan,110,9,40.816298,-73.946558,Link Active!,119881,2534 FREDERICK DOUGLASS BLVD,10030,mn-10-119881,12/02/2016,10/29/2016,Central Harlem North-Polo Grounds,1084056,1019400061,1022800,"(40.81629802, -73.94655805)"
LINK-013348,Manhattan,110,9,40.822924,-73.941723,Link Active!,119893,2730 FREDERICK DOUGLASS BLVD,10039,mn-10-119893,10/19/2016,10/03/2016,Central Harlem North-Polo Grounds,1088715,1020310003,1023200,"(40.822924, -73.941723)"
LINK-013349,Manhattan,110,9,40.809022,-73.948689,Link Active!,119951,200 DR MARTIN LUTHER KING BLVD,10027,mn-10-119951,12/16/2016,11/14/2016,Central Harlem South,1058640,1019300030,1022200,"(40.80902187, -73.9486889)"
LINK-013350,Manhattan,110,9,40.805792,-73.954263,Link Active!,119988,2190 FREDERICK DOUGLASS BLVD,10026,mn-10-119988,08/18/2017,06/17/2017,Central Harlem South,1058408,1019240001,1022000,"(40.80579247451107, -73.95426273648582)"
LINK-013353,Manhattan,110,9,40.808733,-73.952093,Link Active!,119996,2288 FREDERICK DOUGLASS BLVD,10027,mn-10-119996,07/20/2017,10/01/2016,Central Harlem South,1058592,1019280061,1022200,"(40.80873329, -73.95209309)"
LINK-013356,Manhattan,110,9,40.811362,-73.950160,Link Active!,120001,2366 FREDERICK DOUGLASS BLVD,10027,mn-10-120001,07/20/2017,04/07/2017,Central Harlem North-Polo Grounds,1058677,1019320061,1022400,"(40.81136226, -73.95015967)"
LINK-013357,Manhattan,110,9,40.810989,-73.950711,Link Active!,120002,2353 FREDERICK DOUGLASS BLVD,10027,mn-10-120002,03/13/2017,12/22/2016,Central Harlem North-Polo Grounds,1059340,1019530030,1021500,"(40.81098881, -73.95071065)"
LINK-013359,Manhattan,110,9,40.807818,-73.945830,Link Active!,120024,100 WEST 125 STREET,10027,mn-10-120024,01/09/2017,11/14/2016,Central Harlem South,1000000,1019090033,1022200,"(40.80781772, -73.94583035)"
LINK-013360,Manhattan,110,9,40.808939,-73.948011,Link Active!,120039,163 WEST 125 STREET,10027,mn-10-120039,12/20/2016,10/26/2016,Central Harlem South,1081602,1019100001,1022200,"(40.808939, -73.948011)"
LINK-013361,Manhattan,110,9,40.822215,-73.942235,Link Active!,119897,2710 FREDERICK DOUGLASS BLVD,10030,mn-10-119897,10/19/2016,10/03/2016,Central Harlem North-Polo Grounds,1060439,1020300001,1023200,"(40.82221486, -73.94223468)"
LINK-013362,Manhattan,110,9,40.820406,-73.940304,Link Active!,120058,200 WEST 143 STREET,10030,mn-10-120058,10/03/2017,08/13/2017,Central Harlem North-Polo Grounds,1060430,1020280016,1023200,"(40.82040617, -73.94030397)"
LINK-013369,Manhattan,111,8,40.798488,-73.941542,Link Active!,120249,150 EAST 116 STREET,10029,mn-11-120249,11/03/2017,09/23/2017,East Harlem North,1052262,1016430052,1018200,"(40.798488, -73.941542)"
LINK-013370,Manhattan,111,8,40.798646,-73.941422,Link Active!,120250,145 EAST 116 STREET,10035,mn-11-120250,06/21/2017,12/18/2016,East Harlem North,1052323,1016440121,1018200,"(40.79864627, -73.94142153)"
LINK-013381,Manhattan,110,9,40.811325,-73.952053,Link Active!,120621,320 ST. NICHOLAS AVE,10027,mn-10-120621,12/20/2016,10/29/2016,Central Harlem South,1059317,1019520043,1025700,"(40.811325, -73.952053)"
LINK-013458,Brooklyn,309,40,40.660732,-73.950727,Link Active!,127021,1106 NOSTRAND AVENUE,11225,bk-09-127021,03/07/2017,02/17/2017,Prospect Lefferts Gardens-Wingate,3115014,3050330039,3080000,"(40.6607318, -73.95072664)"
LINK-013459,Brooklyn,309,40,40.657740,-73.950407,Link Active!,127022,1208 NOSTRAND AVENUE,11225,bk-09-127022,03/07/2017,02/17/2017,Prospect Lefferts Gardens-Wingate,3115751,3050470039,3080200,"(40.65773965, -73.95040697)"
LINK-013464,Brooklyn,302,33,40.687210,-73.981719,Link Pending Activation,127256,320 SCHERMERHORN STREET,11217,bk-02-127256,,08/10/2017,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3000573,3001730001,3003900,"(40.68721034, -73.9817194)"
LINK-013489,Brooklyn,308,36,40.678268,-73.949798,Link Active!,127044,590 NOSTRAND AVENUE,11216,bk-08-127044,03/01/2017,02/03/2017,Crown Heights North,3029761,3012000044,3031500,"(40.67826808, -73.94979845)"
LINK-013508,Queens,401,22,40.764273,-73.915958,Link Active!,125113,37-20 30 AVENUE,11103,qu-01-125113,06/26/2017,04/22/2017,Astoria,4010592,4006590050,4006300,"(40.76427257, -73.9159581)"
LINK-013510,Queens,403,25,40.749829,-73.884155,Link Active!,125359,82-01 37 AVE,11372,qu-03-125359,11/08/2017,08/19/2017,Jackson Heights,4035816,4014560041,4028300,"(40.74982932, -73.88415453)"
LINK-013521,Queens,406,29,40.720245,-73.844644,Link Active!,124227,107-02 71 AVENUE,11375,qu-06-124227,03/09/2017,02/25/2017,Forest Hills,4078001,4032560035,4073700,"(40.72024516, -73.8446443)"
LINK-013522,Queens,406,29,40.720017,-73.844787,Link Active!,124230,106-20 71 AVENUE,11375,qu-06-124230,03/09/2017,02/25/2017,Forest Hills,4077914,4032550012,4073700,"(40.720017, -73.844787)"
LINK-013527,Queens,401,22,40.765160,-73.931428,Link Active!,125170,21-01 BROADWAY,11106,qu-01-125170,05/17/2017,03/25/2017,Astoria,4006385,4005540015,4007700,"(40.76516019, -73.93142777)"
LINK-013542,Queens,409,32,40.692451,-73.860858,Link Active!,124798,86-33 FOREST PARKWAY,11421,qu-09-124798,07/13/2017,06/24/2017,Woodhaven,4181531,4088530125,4001200,"(40.69245106, -73.86085811)"
LINK-013543,Queens,404,25,40.741991,-73.881065,Link Active!,124856,82-61 BROADWAY,11373,qu-04-124856,08/24/2017,08/05/2017,Elmhurst,4037524,4015180088,4027100,"(40.74199055, -73.88106477)"
LINK-013545,Queens,401,22,40.759490,-73.919926,Link Active!,125077,37-17 BROADWAY,11103,qu-01-125077,05/17/2017,04/22/2017,Astoria,4010434,4006570002,4006100,"(40.759490, -73.919926)"
LINK-013546,Queens,401,22,40.760713,-73.922879,Link Active!,125088,34-02 BROADWAY,11106,qu-01-125088,06/08/2017,04/22/2017,Astoria,4008830,4006220041,4005900,"(40.760713, -73.922879)"
LINK-013594,Queens,401,22,40.763686,-73.915051,Link Active!,125148,30-01 STEINWAY STREET,11103,qu-01-125148,06/29/2017,05/06/2017,Astoria,4011253,4006800046,4014900,"(40.76368606, -73.91505124)"
LINK-013596,Queens,404,21,40.748350,-73.876523,Link Active!,125322,90-02 ROOSEVELT AVENUE,11373,qu-04-125322,09/08/2017,07/22/2017,Elmhurst,4038784,4015510001,4027100,"(40.74834975211256, -73.87652268370721)"
LINK-013597,Queens,403,21,40.747729,-73.883665,Link Active!,125337,82-03 ROOSEVELT AVENUE,11372,qu-03-125337,09/07/2017,07/08/2017,Jackson Heights,4036213,4014700045,4028300,"(40.74772878, -73.88366475)"
LINK-013607,Queens,406,29,40.722499,-73.850777,Link Active!,124234,70-25 YELLOWSTONE BOULEVARD,11375,qu-06-124234,03/09/2017,02/25/2017,Forest Hills,4433878,4032360035,4071100,"(40.72249917, -73.85077696)"
LINK-013612,Queens,409,32,40.695248,-73.843110,Link Active!,124793,102-61 JAMAICA AVENUE,11418,qu-09-124793,07/07/2017,05/20/2017,Richmond Hill,4191664,4091870029,4002600,"(40.695248, -73.843110)"
LINK-013616,Queens,402,26,40.741846,-73.919690,Link Active!,124993,45-06 GREENPOINT AVENUE,11104,qu-02-124993,03/09/2017,02/25/2017,Hunters Point-Sunnyside-West Maspeth,4001962,4001650006,4018300,"(40.74184571, -73.91968964)"
LINK-013622,Queens,404,21,40.747981,-73.880027,Link Active!,125330,86-10 ROOSEVELT AVENUE,11373,qu-04-125330,09/07/2017,08/19/2017,Elmhurst,4037053,4015020006,4026901,"(40.74798095, -73.88002682)"
LINK-013628,Queens,401,22,40.761897,-73.925050,Link Active!,125085,31-01 BROADWAY,11106,qu-01-125085,05/17/2017,03/25/2017,Astoria,4008367,4006130005,4006100,"(40.7618968782278, -73.925050306156)"
LINK-013629,Queens,401,22,40.759169,-73.918950,Link Active!,125145,31-90 STEINWAY STREET,11103,qu-01-125145,05/18/2017,04/22/2017,Astoria,4010496,4006580001,4015500,"(40.759169, -73.91894987)"
LINK-013676,Manhattan,108,5,40.765995,-73.957578,Link Installed; Connecting Power and Fiber,120963,363 EAST 69 STREET,10021,mn-08-120963,,10/25/2017,Lenox Hill-Roosevelt Island,1044821,1014440023,1012600,"(40.76599549, -73.95757799)"
LINK-013700,Manhattan,106,4,40.751182,-73.975188,Link Active!,121368,163 EAST 42 STREET,10017,mn-06-121368,06/21/2017,04/01/2017,Turtle Bay-East Midtown,1036161,1012970033,1009200,"(40.75118164, -73.97518778)"
LINK-013710,Manhattan,106,4,40.747966,-73.973405,Link Installed; Connecting Power and Fiber,121427,728 2 AVE,10016,mn-06-121427,,11/11/2017,Turtle Bay-East Midtown,1022051,1009457501,1008800,"(40.74796623, -73.9734053)"
LINK-013711,Manhattan,106,2,40.741593,-73.978363,Link Pending Activation,121439,519 2 AVENUE,10016,mn-06-121439,,10/07/2017,Murray Hill-Kips Bay,1019902,1009090034,1006600,"(40.74159316, -73.97836301)"
LINK-013718,Manhattan,106,2,40.738052,-73.981055,Link Active!,121457,245 EAST 23 STREET,10010,mn-06-121457,07/19/2017,03/11/2017,Gramercy,1087220,1009049024,1006400,"(40.73805173, -73.98105517)"
LINK-013720,Manhattan,103,2,40.732206,-73.984823,Link Active!,121470,224 2 AVE,10003,mn-03-121470,06/14/2017,03/19/2017,East Village,1006511,1004550005,1004000,"(40.732206, -73.98482253)"
LINK-013724,Manhattan,106,4,40.749605,-73.975534,Link Active!,121529,155 EAST 40 STREET,10017,mn-06-121529,12/05/2016,11/13/2016,Murray Hill-Kips Bay,1036148,1012950033,1008000,"(40.74960493, -73.9755338)"
LINK-013736,Manhattan,105,2,40.745142,-73.982506,Link Active!,121567,101 EAST 31 STREET,10016,mn-05-121567,08/03/2017,06/30/2017,Murray Hill-Kips Bay,1018457,1008870001,1007200,"(40.74514234, -73.98250633)"
LINK-013738,Manhattan,105,2,40.743891,-73.983370,Link Installed; Connecting Power and Fiber,121570,101 EAST 29 STREET,10016,mn-05-121570,,10/06/2017,Murray Hill-Kips Bay,1018238,1008850001,1007200,"(40.74389121, -73.98337004)"
LINK-013747,Manhattan,105,2,40.743962,-73.985428,Link Active!,121636,23 EAST 28 STREET,10016,mn-05-121636,10/25/2017,08/12/2017,Midtown-Midtown South,1016900,1008580022,1007400,"(40.74396179, -73.98542849)"
LINK-013750,Manhattan,105,4,40.746511,-73.984099,Link Active!,121640,24 EAST 32 STREET,10016,mn-05-121640,02/06/2017,11/19/2016,Midtown-Midtown South,1017000,1008610064,1007400,"(40.7465113, -73.98409911)"
LINK-013751,Manhattan,105,2,40.746465,-73.983714,Link Installed; Connecting Power and Fiber,121641,27 EAST 32 STREET,10016,mn-05-121641,,10/28/2017,Midtown-Midtown South,1017015,1008620024,1007400,"(40.74646478, -73.98371405)"
LINK-013755,Manhattan,105,2,40.742573,-73.986648,Link Active!,121631,41 MADISON AVE,10010,mn-05-121631,05/10/2017,03/18/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016749,1008550037,1005600,"(40.74257286, -73.98664796)"
LINK-013763,Manhattan,106,5,40.758155,-73.962793,Link Installed; Connecting Power and Fiber,121703,400 EAST 57 STREET,10022,mn-06-121703,,10/25/2017,Turtle Bay-East Midtown,1040466,1013680001,1010601,"(40.75815454, -73.96279335)"
LINK-013769,Manhattan,108,4,40.763080,-73.962685,Link Installed; Connecting Power and Fiber,121758,1191 2 AVENUE,10065,mn-08-121758,,10/28/2017,Lenox Hill-Roosevelt Island,1043845,1014170028,1011000,"(40.763079643789375, -73.96268513962604)"
LINK-013776,Manhattan,108,5,40.761748,-73.963311,Link Installed; Connecting Power and Fiber,121767,300 EAST 61 STREET,10065,mn-08-121767,,11/11/2017,Lenox Hill-Roosevelt Island,1044218,1014350049,1011000,"(40.76174825, -73.96331113)"
LINK-013801,Manhattan,105,4,40.757734,-73.975434,Link Active!,121950,32 EAST 50 STREET,10022,mn-05-121950,05/09/2017,02/11/2017,Midtown-Midtown South,1035455,1012850021,1010200,"(40.75773384, -73.97543366)"
LINK-013805,Manhattan,105,3,40.754311,-73.988330,Link Active!,121991,550 7 AVE,10018,mn-05-121991,01/18/2017,11/12/2016,Midtown-Midtown South,1014501,1007890036,1011300,"(40.75431145, -73.98833004)"
LINK-013806,Manhattan,105,3,40.753978,-73.988322,Link Active!,121993,535 7 AVE,10018,mn-05-121993,06/14/2017,04/01/2017,Midtown-Midtown South,1015265,1008140015,1011300,"(40.75397801, -73.98832163)"
LINK-013808,Manhattan,105,3,40.751274,-73.991069,Link Installed; Connecting Power and Fiber,121998,207 W 34 ST,10001,mn-05-121998,,11/12/2016,Midtown-Midtown South,1014408,1007840041,1010900,"(40.75127386, -73.99106942)"
LINK-013817,Manhattan,103,2,40.730496,-73.980768,Link Active!,122031,440 EAST 14 STREET,10009,mn-03-122031,07/21/2017,04/02/2017,East Village,1006019,1004410029,1003400,"(40.730496, -73.980768)"
LINK-013832,Manhattan,105,4,40.754953,-73.980193,Link Active!,122204,3 WEST 44 STREET,10036,mn-05-122204,04/14/2017,02/11/2017,Midtown-Midtown South,1034227,1012607503,1009600,"(40.75495251, -73.98019325)"
LINK-013834,Manhattan,105,3,40.746005,-73.990290,Link Installed; Connecting Power and Fiber,122211,59 WEST 28 STREET,10001,mn-05-122211,,08/19/2017,Midtown-Midtown South,1015709,1008300001,1007600,"(40.74600486, -73.99028957)"
LINK-013858,Manhattan,103,1,40.717095,-73.990581,Link Installed; Connecting Power and Fiber,122371,323 GRAND STREET,10002,mn-03-122371,,11/11/2017,Chinatown,1004005,1003090011,1001600,"(40.71709475, -73.99058102)"
LINK-013872,Manhattan,105,3,40.749153,-73.991801,Link Active!,122445,383 7 AVENUE,10001,mn-05-122445,02/07/2017,11/12/2016,Midtown-Midtown South,1015175,1008070001,1010100,"(40.74915253, -73.99180123)"
LINK-013873,Manhattan,105,3,40.747904,-73.992745,Link Active!,122453,341 7 AVENUE,10001,mn-05-122453,12/16/2016,10/22/2016,Midtown-Midtown South,1015135,1008050001,1009500,"(40.747904, -73.992745)"
LINK-013881,Manhattan,104,3,40.762328,-73.993642,Link Pending Activation,122456,653 10 AVENUE,10036,mn-04-122456,,10/07/2017,Clinton,1026966,1010750029,1012900,"(40.76232841, -73.99364234)"
LINK-013883,Manhattan,104,6,40.768406,-73.989215,Link Pending Activation,122482,849 10 AVENUE,10019,mn-04-122482,,09/23/2017,Clinton,1087635,1010840025,1013500,"(40.76840586, -73.98921452)"
LINK-013904,Manhattan,104,3,40.743510,-73.992508,Link Installed; Connecting Power and Fiber,122766,727 6 AVENUE,10011,mn-04-122766,,11/11/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014956,1007990041,1009100,"(40.74351013, -73.99250826)"
LINK-013905,Manhattan,105,3,40.748772,-73.988673,Link Active!,122768,899 6 AVENUE,10001,mn-05-122768,11/11/2016,10/22/2016,Midtown-Midtown South,1015190,1008080040,1010100,"(40.74877222, -73.98867303)"
LINK-013920,Manhattan,105,4,40.760474,-73.976099,Link Active!,122871,2 W 53 STREET,10019,mn-05-122871,10/20/2017,10/29/2016,Midtown-Midtown South,1034520,1012687502,1010400,"(40.76047373, -73.97609914)"
LINK-013923,Manhattan,105,4,40.757958,-73.977926,Link Active!,122878,2 W 49 STREET,10020,mn-05-122878,10/20/2017,04/02/2017,Midtown-Midtown South,1034508,1012640040,1009600,"(40.7579579121, -73.97792563)"
LINK-013954,Manhattan,105,2,40.739409,-73.986712,Link Active!,123077,100 EAST 22 STREET,10010,mn-05-123077,08/07/2017,03/11/2017,Gramercy,1018009,1008770089,1006800,"(40.739409, -73.986712)"
LINK-013956,Manhattan,102,2,40.732391,-73.991387,Link Active!,123086,799 BROADWAY,10003,mn-02-123086,11/10/2016,10/15/2016,West Village,1009108,1005620024,1006100,"(40.73239147, -73.99138693)"
LINK-013965,Manhattan,105,2,40.735187,-73.989871,Link Active!,123158,18 UNION SQUARE EAST,10003,mn-05-123158,11/21/2016,10/08/2016,Gramercy,1083247,1008707501,1005000,"(40.735187, -73.989871)"
LINK-013970,Manhattan,103,2,40.732247,-73.985132,Link Active!,123282,223 2 AVE,10003,mn-03-123282,10/25/2016,10/01/2016,East Village,1006906,1004690030,1004000,"(40.73224694, -73.9851321)"
LINK-013971,Manhattan,103,2,40.730833,-73.983098,Link Active!,123288,219 1 AVE,10003,mn-03-123288,06/14/2017,04/02/2017,East Village,1083488,1004550042,1004000,"(40.73083305, -73.98309797)"
LINK-013973,Manhattan,106,2,40.732960,-73.986173,Link Active!,123287,223 E 14 ST,10003,mn-06-123287,10/19/2016,10/01/2016,Gramercy,1019504,1008960011,1004800,"(40.7329605, -73.98617294)"
LINK-013974,Manhattan,105,2,40.740836,-73.988136,Link Active!,123292,14 EAST 23 STREET,10010,mn-05-123292,08/07/2017,03/11/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1016302,1008510062,1005600,"(40.74083617, -73.98813578)"
LINK-013990,Manhattan,104,3,40.744114,-73.995892,Link Pending Activation,123494,200 WEST 23 STREET,10011,mn-04-123494,,10/07/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014127,1007720047,1009100,"(40.744114, -73.995892)"
LINK-013992,Manhattan,104,3,40.743564,-73.996168,Link Active!,123500,210 7 AVENUE,10011,mn-04-123500,06/05/2017,04/08/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1014126,1007720044,1009100,"(40.74356421, -73.99616801)"
LINK-013993,Manhattan,104,3,40.748758,-74.006904,Link Installed; Connecting Power and Fiber,123504,568 WEST 23 STREET,10011,mn-04-123504,,10/07/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1012340,1006940065,1009900,"(40.74875784, -74.00690371)"
LINK-014008,Manhattan,104,3,40.745448,-73.994537,Link Installed; Connecting Power and Fiber,123661,267 7 AVENUE,10001,mn-04-123661,,11/04/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1015000,1008010001,1009100,"(40.745448, -73.994537)"
LINK-014013,Manhattan,105,2,40.744614,-73.985069,Link Active!,123789,25 EAST 29 STREET,10016,mn-05-123789,06/21/2017,01/29/2017,Midtown-Midtown South,1016929,1008590024,1007400,"(40.744614, -73.985069)"
LINK-014014,Manhattan,103,2,40.731539,-73.983246,Link Active!,123800,344 E 14 ST,10003,mn-03-123800,12/16/2016,10/16/2016,East Village,1006521,1004550029,1004000,"(40.73153857, -73.98324565)"
LINK-014015,Manhattan,103,2,40.731219,-73.982827,Link Active!,123802,237 1 AVE,10003,mn-03-123802,10/06/2017,08/12/2017,East Village,1006522,1004550033,1004000,"(40.73121904, -73.982827)"
LINK-014021,Bronx,201,17,40.818461,-73.914684,Link Active!,123214,2969 3 AVENUE,10455,bx-01-123214,12/28/2016,10/22/2016,Melrose South-Mott Haven North,2001382,2023750048,2006700,"(40.81846074, -73.91468375)"
LINK-014052,Brooklyn,308,35,40.670647,-73.950352,Link Active!,126832,777 NOSTRAND AVENUE,11216,bk-08-126832,02/23/2017,02/03/2017,Crown Heights North,3032653,3012620004,3031702,"(40.67064687, -73.95035244)"
LINK-014063,Queens,409,32,40.695256,-73.842840,Link Active!,104094,104-13 JAMAICA AVENUE,11418,qu-09-104094,06/26/2017,06/03/2017,Richmond Hill,4192008,4092000044,4002600,"(40.6952564, -73.84283995)"
LINK-014096,Manhattan,106,5,40.756944,-73.964070,Link Installed; Connecting Power and Fiber,136356,1001 1 AVENUE,10022,mn-06-136356,,10/20/2017,Turtle Bay-East Midtown,1039951,1013470030,1010800,"(40.75694399, -73.96407038)"
LINK-014133,Queens,401,26,40.756073,-73.912975,Link Active!,140339,47-16 BROADWAY,11103,qu-01-140339,05/23/2017,04/22/2017,Astoria,4013130,4007230040,4016100,"(40.75607269, -73.91297466)"
LINK-014139,Queens,403,25,40.746707,-73.893448,Link Active!,143034,72-01 ROOSEVELT AVENUE,11372,qu-03-143034,08/24/2017,07/08/2017,Elmhurst-Maspeth,4029787,4012830072,4026500,"(40.74670669, -73.89344842)"
LINK-014179,Manhattan,105,4,40.747391,-73.986183,Link Installed; Connecting Power and Fiber,107796,6 WEST 32 STREET,10001,mn-05-107796,,01/21/2017,Midtown-Midtown South,1015824,1008330049,1007600,"(40.74739112852238, -73.98618292329883)"
LINK-014181,Manhattan,107,6,40.789445,-73.973867,Link Active!,107815,590 AMSTERDAM AVENUE,10024,mn-07-107815,05/24/2017,04/15/2017,Upper West Side,1033297,1012360034,1017500,"(40.78944465, -73.9738668)"
LINK-014190,Manhattan,103,1,40.720188,-73.993068,Link Active!,107871,18 DELANCEY STREET,10002,mn-03-107871,10/28/2016,10/16/2016,Chinatown,1005696,1004250038,1001800,"(40.72018834, -73.99306771)"
LINK-014206,Manhattan,104,3,40.748842,-74.006704,Link Installed; Connecting Power and Fiber,107976,184 11 AVENUE,10011,mn-04-107976,,09/24/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1012341,1006950001,1009900,"(40.748842, -74.0067043)"
LINK-014220,Manhattan,104,3,40.744847,-73.991677,Link Active!,108085,100 WEST 26 STREET,10001,mn-04-108085,11/02/2017,09/30/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1085978,1008010034,1009100,"(40.74484704, -73.99167705)"
LINK-014226,Manhattan,103,1,40.717168,-73.999079,Link Active!,108162,210 CANAL ST,10013,mn-03-108162,12/15/2016,10/19/2016,Chinatown,1085449,1001997501,1002900,"(40.71716821, -73.99907941)"
LINK-014236,Manhattan,111,8,40.799528,-73.943527,Link Active!,108257,95 EAST 116 STREET,10035,mn-11-108257,06/21/2017,12/18/2016,East Harlem North,1051672,1016220033,1018400,"(40.799528, -73.943527)"
LINK-014248,Queens,401,22,40.767433,-73.922687,Link Active!,108362,29-24 30 AVENUE,11102,qu-01-108362,10/09/2017,09/16/2017,Old Astoria,4007621,4005920025,4007300,"(40.76743258201769, -73.922687479268)"
LINK-014249,Queens,401,22,40.762720,-73.926808,Link Active!,108373,29-01 Broadway,11106,qu-01-108373,05/23/2017,05/06/2017,Astoria,4007473,4005880008,4007500,"(40.762720, -73.926808)"
LINK-014263,Manhattan,103,1,40.716355,-73.991198,Link Active!,108607,45 ORCHARD STREET,10002,mn-03-108607,01/09/2017,11/13/2016,Chinatown,1003993,1003080025,1001600,"(40.716355, -73.991198)"
LINK-014273,Queens,409,30,40.691902,-73.863262,Link Active!,114647,78-14 JAMAICA AVENUE,11421,qu-09-114647,08/09/2017,05/20/2017,Woodhaven,4183391,4089140007,4000400,"(40.69190229, -73.86326155)"
LINK-014303,Queens,409,32,40.692672,-73.857547,Link Installed; Connecting Power and Fiber,133287,86-15 JAMAICA AVENUE,11421,qu-09-133287,,10/14/2017,Woodhaven,4181747,4088610082,4001200,"(40.692672, -73.857547)"
LINK-014316,Manhattan,102,2,40.734036,-73.991208,Link Active!,133831,62 EAST 13 STREET,10003,mn-02-133831,11/10/2016,10/15/2016,West Village,1080130,1005647501,1006100,"(40.734036, -73.991208)"
LINK-014333,Queens,409,30,40.691450,-73.866734,Link Active!,126735,74-39 JAMAICA AVENUE,11421,qu-09-126735,07/21/2017,06/03/2017,Woodhaven,4180778,4088350001,4000200,"(40.691450, -73.866734)"
LINK-014335,Bronx,206,15,40.846646,-73.901392,Link Active!,118932,1848 WEBSTER AVENUE,10457,bx-06-118932,08/01/2017,06/24/2017,Mount Hope,2009444,2029000015,2023100,"(40.84664641087538, -73.90139163476852)"
LINK-014352,Queens,404,25,40.747451,-73.884987,Link Active!,128504,80-20 ROOSEVELT AVENUE,11373,qu-04-128504,09/07/2017,07/22/2017,Elmhurst,4036845,4014910008,4026901,"(40.7474512, -73.88498743)"
LINK-014399,Manhattan,110,9,40.802607,-73.956796,Link Active!,131051,2097 FREDERICK DOUGLASS BLVD,10026,mn-10-131051,10/20/2016,09/24/2016,Central Harlem South,1055811,1018470053,1019702,"(40.80260688, -73.95679626)"
LINK-014405,Queens,404,25,40.746670,-73.892490,Link Active!,111010,72-30 ROOSEVELT AVENUE,11377,qu-04-111010,08/24/2017,07/08/2017,Elmhurst-Maspeth,4030419,4013040043,4026500,"(40.74667037, -73.89248971)"
LINK-014406,Queens,403,21,40.748253,-73.878716,Link Active!,111054,87-15 ROOSEVELT AVENUE,11372,qu-03-111054,09/08/2017,07/08/2017,Jackson Heights,4036272,4014750027,4027900,"(40.74825267, -73.87871569)"
LINK-014407,Queens,404,21,40.748971,-73.870489,Link Active!,111122,95-36 ROOSEVELT AVENUE,11373,qu-04-111122,09/08/2017,07/22/2017,Elmhurst,4039774,4015930008,4046500,"(40.74897101, -73.8704887)"
LINK-014437,Manhattan,104,3,40.747889,-74.004177,Link Installed; Connecting Power and Fiber,123657,225 10 AVENUE,10011,mn-04-123657,,08/26/2017,Hudson Yards-Chelsea-Flatiron-Union Square,1012354,1006950035,1009900,"(40.74788855, -74.00417706)"
