CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Smallest PPT,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Location
LINK-001612,Manhattan,109,7,40.805472,-73.965526,Link Active!,120409,2880 Broadway,10025,mn-09-120409,06/29/2016,06/11/2016,Morningside Heights,1056989,1018840001,1019900,"(40.80547204, -73.9655261)"
LINK-001675,Manhattan,106,4,40.750966,-73.974148,Link Active!,133439,675 3rd Ave,10017,mn-06-133439,07/21/2016,07/19/2016,Turtle Bay-East Midtown,1037549,1013160001,1008800,"(40.75096552, -73.97414806)"
LINK-001676,Manhattan,109,7,40.805923,-73.965081,Link Active!,120408,562 West 113 Street,10025,mn-09-120408,07/01/2016,05/27/2016,Morningside Heights,1057014,1018840061,1019900,"(40.805923, -73.965081)"
LINK-001677,Manhattan,109,7,40.818813,-73.955796,Link Active!,120412,3300 Broadway,10031,mn-09-120412,06/14/2017,04/07/2017,Manhattanville,1059728,1019870001,1021900,"(40.81881338, -73.95579589)"
LINK-001678,Manhattan,109,7,40.820280,-73.955268,Link Active!,120374,601 West 135 Street,10031,mn-09-120374,07/06/2016,06/11/2016,Manhattanville,1059958,1020020033,1022301,"(40.82027959, -73.95526804)"
LINK-001680,Manhattan,109,7,40.820764,-73.954808,Link Active!,120365,3359 Broadway,10031,mn-09-120365,07/07/2016,06/17/2016,Manhattanville,1059959,1020020034,1022301,"(40.82076419, -73.95480753)"
LINK-001682,Manhattan,109,7,40.822319,-73.953676,Link Active!,111128,3407 Broadway,10031,mn-09-111128,07/14/2016,06/17/2016,Hamilton Heights,1062299,1020870031,1022500,"(40.822319, -73.953676)"
LINK-001683,Manhattan,109,7,40.822495,-73.953007,Link Active!,120419,572 West 139 Street,10031,mn-09-120419,07/01/2016,05/14/2016,Hamilton Heights,1061709,1020700001,1022500,"(40.822495, -73.953007)"
LINK-001684,Manhattan,109,7,40.823326,-73.953041,Link Active!,120371,600 West 140 Street,10031,mn-09-120371,07/01/2016,06/17/2016,Hamilton Heights,1062311,1020870097,1022500,"(40.823326, -73.953041)"
LINK-001685,Manhattan,109,7,40.823821,-73.952581,Link Active!,141129,3457 Broadway,10031,mn-09-141129,07/13/2017,05/09/2017,Hamilton Heights,1062321,1020880036,1022500,"(40.82382134, -73.95258142)"
LINK-001688,Manhattan,109,7,40.808041,-73.964210,Link Active!,120262,600 West 116st,10025,mn-09-120262,06/29/2016,05/21/2016,Morningside Heights,1057380,1018960072,1020500,"(40.80804124, -73.96421034)"
LINK-001689,Manhattan,109,7,40.807508,-73.964488,Link Active!,137848,2943 Broadway,10025,mn-09-137848,09/06/2016,08/13/2016,Morningside Heights,1057379,1018960065,1020500,"(40.807508, -73.964488)"
LINK-001690,Manhattan,109,7,40.807296,-73.964646,Link Active!,120261,2939 Broadway,10025,mn-09-120261,03/13/2017,02/11/2017,Morningside Heights,1057388,1018967501,1020500,"(40.80729581, -73.96464555)"
LINK-001691,Manhattan,109,7,40.806760,-73.965108,Link Active!,120387,600 West 114st,10025,mn-09-120387,02/27/2017,02/04/2017,Morningside Heights,1057351,1018950062,1019900,"(40.80676, -73.965108)"
LINK-001695,Manhattan,109,7,40.824559,-73.951597,Link Active!,111652,3480 Broadway,10031,mn-09-111652,07/01/2016,05/27/2016,Hamilton Heights,1061843,1020740001,1022900,"(40.824559, -73.951597)"
LINK-001696,Manhattan,109,7,40.825090,-73.951656,Link Active!,120360,3497 Broadway,10031,mn-09-120360,07/06/2016,06/11/2016,Hamilton Heights,1062347,1020890033,1022900,"(40.8250896, -73.9516557)"
LINK-001697,Manhattan,109,7,40.825319,-73.951488,Link Active!,135619,3501 Broadway,10031,mn-09-135619,08/18/2017,06/17/2017,Hamilton Heights,1062361,1020900029,1022900,"(40.82531855, -73.95148795)"
LINK-001699,Manhattan,109,7,40.825508,-73.950907,Link Active!,111954,3514 Broadway,10031,mn-09-111954,07/14/2016,06/04/2016,Hamilton Heights,1061895,1020750061,1022900,"(40.825508, -73.950907)"
LINK-001702,Manhattan,109,7,40.826090,-73.950482,Link Active!,111651,3536 Broadway,10031,mn-09-111651,07/14/2016,06/24/2016,Hamilton Heights,1061922,1020760061,1022900,"(40.82609, -73.950482)"
LINK-001703,Manhattan,109,7,40.826376,-73.950716,Link Active!,120363,3539 Broadway,10031,mn-09-120363,10/21/2016,10/03/2016,Hamilton Heights,1062370,1020910036,1022900,"(40.82637629, -73.95071631)"
LINK-001705,Manhattan,109,7,40.825446,-73.947868,Link Active!,100210,501 West 145 Street,10031,mn-09-100210,02/01/2017,08/19/2016,Hamilton Heights,1061939,1020770029,1022900,"(40.825446, -73.947868)"
LINK-001706,Manhattan,109,7,40.825419,-73.947604,Link Active!,120565,1722 Amsterdam Ave,10031,mn-09-120565,02/01/2017,06/24/2016,Hamilton Heights,1061940,1020770030,1022900,"(40.825419, -73.947604)"
LINK-001710,Staten Island,503,50,40.561755,-74.112161,Link Active!,125464,285 Mill Road,10306,si-03-125464,01/25/2017,12/20/2016,Oakwood-Oakwood Beach,5105550,5039830001,5012806,"(40.56175506, -74.11216061)"
LINK-001712,Staten Island,502,50,40.565852,-74.114224,Link Active!,145544,2710 Hylan Blvd,10306,si-02-145544,02/22/2017,01/31/2017,Oakwood-Oakwood Beach,5107584,5039830013,5012806,"(40.56585176, -74.11422426)"
LINK-001714,Staten Island,502,50,40.570312,-74.109657,Link Active!,125463,404 New Dorp Lane,10306,si-02-125463,02/22/2017,01/31/2017,New Dorp-Midland Beach,5055368,5039600002,5012804,"(40.57031185, -74.10965729)"
LINK-001715,Staten Island,502,50,40.570635,-74.109918,Link Active!,125470,381 New Dorp Ln,10306,si-02-125470,12/09/2016,11/14/2016,New Dorp-Midland Beach,5052858,5036490001,5012200,"(40.570635, -74.109918)"
LINK-001716,Staten Island,502,50,40.572853,-74.114087,Link Active!,125472,201 New Dorp Ln,10306,si-02-125472,12/09/2016,11/14/2016,New Dorp-Midland Beach,5052593,5036370009,5012200,"(40.57285319, -74.11408666)"
LINK-001750,Staten Island,502,50,40.577771,-74.102310,Link Active!,125467,2154 Hylan Blvd,10306,si-02-125467,02/22/2017,01/31/2017,New Dorp-Midland Beach,5053558,5036910011,5011202,"(40.577771, -74.10231)"
LINK-001752,Staten Island,502,50,40.590983,-74.100732,Link Active!,125476,19 Seaview Ave,10304,si-02-125476,02/28/2017,01/31/2017,Old Town-Dongan Hills-South Beach,5048677,5033050089,5009602,"(40.590983, -74.100732)"
LINK-001757,Staten Island,502,50,40.598523,-74.082329,Link Active!,145522,1177 Hylan Blvd,10305,si-02-145522,02/28/2017,01/31/2017,Old Town-Dongan Hills-South Beach,5047160,5032080020,5009601,"(40.598523, -74.082329)"
LINK-001773,Bronx,207,14,40.867627,-73.898730,Link Active!,119873,26 West Kingsbridge Rd,10468,bx-07-119873,07/15/2016,06/09/2016,Kingsbridge Heights,2014457,2032050025,2026500,"(40.867627, -73.89873)"
LINK-001774,Bronx,207,14,40.867829,-73.899576,Link Active!,119874,56 West Kingsbridge Road,10468,bx-07-119874,07/19/2016,07/01/2016,Kingsbridge Heights,2014680,2032150034,2026500,"(40.86782871, -73.8995757)"
LINK-001777,Bronx,205,14,40.862313,-73.900314,Link Active!,119573,2454 Walton Ave,10468,bx-05-119573,09/15/2016,08/27/2016,Fordham South,2014027,2031840039,2023900,"(40.86231329, -73.90031404)"
LINK-001780,Bronx,205,14,40.860630,-73.902369,Link Active!,119606,2374 Jerome Ave,10468,bx-05-119606,07/01/2016,06/09/2016,Fordham South,2014093,2031880001,2023900,"(40.86063, -73.902369)"
LINK-001785,Bronx,204,16,40.831467,-73.921747,Link Active!,119048,105 East 165 Street,10452,bx-04-119048,06/15/2016,05/12/2016,West Concourse,2002953,2024780064,2019500,"(40.831467, -73.921747)"
LINK-001786,Bronx,204,8,40.827655,-73.923906,Link Active!,101603,895 Walton Avenue,10452,bx-04-101603,05/11/2017,02/18/2017,West Concourse,2002919,2024760057,2019500,"(40.82765532, -73.92390599)"
LINK-001787,Bronx,205,14,40.853043,-73.905552,Link Active!,119590,104 East Burnside Ave,10453,bx-05-119590,07/01/2016,06/09/2016,Mount Hope,2007668,2028070056,2024100,"(40.85304298, -73.90555222)"
LINK-001788,Bronx,205,14,40.853157,-73.905403,Link Active!,119592,101 East Burnside Ave,10453,bx-05-119592,07/07/2016,06/09/2016,Mount Hope,2092406,2031690001,2024100,"(40.853157, -73.905403)"
LINK-001791,Bronx,201,17,40.818676,-73.928165,Link Active!,119075,134 East 149st,10451,bx-01-119075,07/19/2017,06/10/2017,West Concourse,2001038,2023460029,2006300,"(40.818676, -73.928165)"
LINK-001792,Bronx,204,8,40.818942,-73.928370,Link Active!,119146,135 East 149st,10451,bx-04-119146,06/15/2016,05/12/2016,West Concourse,2001114,2023520053,2006300,"(40.818942, -73.92837)"
LINK-001820,Queens,412,27,40.706357,-73.792205,Link Active!,141553,168-06 Jamaica Ave,11433,qu-12-141553,09/28/2016,08/18/2016,Jamaica,4217372,4102090002,4044400,"(40.70635736, -73.79220518)"
LINK-001821,Queens,412,27,40.706507,-73.792368,Link Active!,141536,168-03 Jamaica Ave,11432,qu-12-141536,09/28/2016,08/18/2016,Jamaica,4209645,4097990022,4046000,"(40.706507, -73.792368)"
LINK-001824,Queens,409,29,40.713983,-73.830838,Link Active!,124172,80-02 Kew Gardens Rd,11415,qu-09-124172,11/30/2016,11/05/2016,Kew Gardens,4312089,4033480037,4077300,"(40.713983, -73.830838)"
LINK-001827,Queens,406,29,40.715758,-73.833513,Link Active!,124184,116-12 Queens Blvd,11375,qu-06-124184,07/29/2016,07/20/2016,Forest Hills,4079980,4033460001,4076902,"(40.715758, -73.833513)"
LINK-002056,Manhattan,109,7,40.826928,-73.949868,Link Installed; Connecting Power and Fiber,134826,3552 Broadway,10031,mn-09-134826,,10/28/2017,Hamilton Heights,1061956,1020770059,1022900,"(40.826928, -73.949868)"
LINK-002057,Manhattan,109,7,40.827044,-73.950226,Link Active!,134828,3559 Broadway,10031,mn-09-134828,09/18/2017,08/25/2017,Hamilton Heights,1062381,1020920036,1022900,"(40.82704355, -73.95022615)"
